"filename", "language", "JavaScript", "JSON with Comments", "TypeScript", "JSON", "HTML", "XML", "Markdown", "TypeScript JSX", "CSS", "comment", "blank", "total"
"/home/mcs/Workspace/react/tech-heim/src/components/Elements/Carousel/index.ts", "TypeScript", 0, 0, 2, 0, 0, 0, 0, 0, 0, 0, 1, 3
"/home/mcs/Workspace/react/tech-heim/src/components/Elements/Category/Category.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 0, 31, 0, 0, 4, 35
"/home/mcs/Workspace/react/tech-heim/src/components/Elements/Category/index.ts", "TypeScript", 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 1, 2
"/home/mcs/Workspace/react/tech-heim/src/components/Elements/CheckBox/CheckBox.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 0, 44, 0, 0, 2, 46
"/home/mcs/Workspace/react/tech-heim/src/components/Elements/CheckBox/index.ts", "TypeScript", 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 1, 2
"/home/mcs/Workspace/react/tech-heim/src/components/Elements/Chip/Chip.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 0, 23, 0, 0, 4, 27
"/home/mcs/Workspace/react/tech-heim/src/components/Elements/Chip/index.ts", "TypeScript", 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 1, 2
"/home/mcs/Workspace/react/tech-heim/src/components/Elements/Comment/Comment.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 0, 30, 0, 0, 4, 34
"/home/mcs/Workspace/react/tech-heim/src/components/Elements/Comment/CommentField.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 0, 17, 0, 0, 2, 19
"/home/mcs/Workspace/react/tech-heim/src/components/Elements/Comment/index.ts", "TypeScript", 0, 0, 2, 0, 0, 0, 0, 0, 0, 0, 1, 3
"/home/mcs/Workspace/react/tech-heim/src/components/Elements/ContactMethod/ContactMethod.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 0, 18, 0, 0, 2, 20
"/home/mcs/Workspace/react/tech-heim/src/components/Elements/ContactMethod/index.ts", "TypeScript", 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 1, 2
"/home/mcs/Workspace/react/tech-heim/src/components/Elements/Count/Count.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 0, 29, 0, 0, 3, 32
